epoch,train_loss,validation_loss,train_f1,validation_f1,train_roc_auc,validation_roc_auc,train_accuracy,validation_accuracy,train_precision,validation_precision,train_recall,validation_recall
27,0.5216957033668898,0.5202403983319115,0.6116307442049613,0.6097560975609756,0.8175768367530926,0.8144362993038907,0.7510914185182772,0.7470355731225297,0.5265184666549974,0.5319148936170213,0.7295658501091439,0.7142857142857143
28,0.5216748544698494,0.5201999394238275,0.6117551352450681,0.6097560975609756,0.8176183696659164,0.814446923400265,0.7512217371473252,0.7470355731225297,0.5267028541411312,0.5319148936170213,0.7295658501091439,0.7142857142857143
29,0.5216551392106461,0.5201611456657312,0.6118340788938593,0.6097560975609756,0.8176542625734088,0.814488957868529,0.7512217371473252,0.7470355731225297,0.5266935060388588,0.5319148936170213,0.7298083919476109,0.7142857142857143
30,0.5216364852784036,0.5201239199135944,0.6117551352450681,0.6097560975609756,0.8176902203085484,0.8145272969989239,0.7512217371473252,0.7470355731225297,0.5267028541411312,0.5319148936170213,0.7295658501091439,0.7142857142857143
31,0.5216188268123723,0.5200881734857206,0.611879576891782,0.6097560975609756,0.8177264373542782,0.8145397687642328,0.7513520557763732,0.7470355731225297,0.5268873708180066,0.5319148936170213,0.7295658501091439,0.7142857142857143
32,0.5216021035831164,0.5200538251281478,0.6118006103763988,0.6097560975609756,0.8177601045125402,0.814573026805057,0.7513520557763732,0.7470355731225297,0.5268967934115998,0.5319148936170213,0.7293233082706767,0.7142857142857143
33,0.5215862603100063,0.5200208001374961,0.6118628548173771,0.6091037071797278,0.8177917404045141,0.8145905796599365,0.7514172150908972,0.746731529340225,0.5269891342446548,0.5315315315315315,0.7293233082706767,0.7131868131868132
34,0.5215712460876474,0.5199890296137171,0.6119083969465648,0.6093896713615023,0.8178234627333515,0.8146127516871529,0.7515475337199453,0.7470355731225297,0.5271834444054717,0.5319672131147541,0.7290807664322095,0.7131868131868132
35,0.5215570139001499,0.5199584498205732,0.6119083969465648,0.6096759041803663,0.8178509928743177,0.8146261472869292,0.7515475337199453,0.7473396169048343,0.5271834444054717,0.5324036095159967,0.7290807664322095,0.7131868131868132
36,0.5215435202068281,0.519929001635865,0.6115466856735566,0.6096759041803663,0.8178813106041263,0.8146561719071177,0.7514172150908972,0.7473396169048343,0.527027027027027,0.5324036095159967,0.7283531409168081,0.7131868131868132
37,0.5215307245864456,0.5199006300767643,0.6116089613034623,0.6096759041803663,0.817910569482359,0.8146806535205021,0.7514823744054212,0.7473396169048343,0.5271195365982095,0.5324036095159967,0.7283531409168081,0.7131868131868132
38,0.5215185894298234,0.5198732838882669,0.6114675628882779,0.6096759041803663,0.817939806751376,0.8147282309955702,0.7514172150908972,0.7473396169048343,0.5270365168539326,0.5324036095159967,0.728110599078341,0.7131868131868132
39,0.5215070796726918,0.5198469151849114,0.6113884078639096,0.6096759041803663,0.8179657378103709,0.8147545602778894,0.7514172150908972,0.7473396169048343,0.5270460133473832,0.5324036095159967,0.7278680572398739,0.7131868131868132
40,0.5214961625622444,0.519821479137617,0.6116544417277914,0.6109022556390977,0.8179933543882008,0.8147804276429751,0.7516126930344693,0.7482517482517482,0.5273142455647286,0.5336617405582923,0.728110599078341,0.7142857142857143
