slice_column,slice_value,count,positive_rate,accuracy,f1_macro,f1_high_rating,recall_high_rating,precision_high_rating
slice,solo_or_two,547,0.4753199268738574,0.6508226691042047,0.6411069393251325,0.7001569858712716,0.8576923076923076,0.5915119363395226
slice,three,2255,0.2541019955654102,0.7534368070953437,0.7068432088858461,0.5899705014749262,0.6980802792321117,0.5108556832694764
slice,four_plus,487,0.15811088295687886,0.8336755646817249,0.6517282479141835,0.4,0.35064935064935066,0.46551724137931033
